plate_no	week_number	generation	read_number	date	cocktail_no	verified_crystal	image_url	solution_components	class_10way	skin	phase_precip	precip_crystal	clear	phase_crystal	precip	phase	precip_skin	crystal	garbage
X000009589	2	8	X0000095890755200801181225	2008-01-18 12:25:00	C0717		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890755200801181225.jpg	Magnesium sulfate heptahydrate;TAPS;PEG 1000	crystal	0.04	0.0144	0.0912	0.1698	0.0604	0.117	0.1854	0.085	0.2248	0.012
X000009589	2	8	X0000095890759200801181225	2008-01-18 12:25:00	C0718		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890759200801181225.jpg	Magnesium sulfate heptahydrate;Sodium acetate trihydrate;PEG 1000	phase	0.0248	0.0418	0.1348	0.0606	0.0866	0.1756	0.1972	0.146	0.1268	0.0058
X000009589	2	8	X0000095890763200801181225	2008-01-18 12:25:00	C0719		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890763200801181225.jpg	Manganese chloride tetrahydrate;Sodium acetate trihydrate;PEG 1000	crystal	0.068	0.0108	0.078	0.1994	0.0606	0.0888	0.181	0.0618	0.2386	0.013
X000009589	2	8	X0000095890767200801181225	2008-01-18 12:25:00	C0720		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890767200801181225.jpg	Manganese chloride tetrahydrate;Sodium citrate tribasic dihydrate;PEG 1000	precip	0.0372	0.0448	0.1746	0.0422	0.0578	0.1946	0.1224	0.1706	0.1498	0.006
X000009589	2	8	X0000095890915200801181222	2008-01-18 12:22:00	C0721		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890915200801181222.jpg	Manganese chloride tetrahydrate;MES monohydrate;PEG 1000	clear	0.0482	0.0136	0.085	0.2146	0.0558	0.0956	0.2004	0.0602	0.212	0.0146
X000009589	2	8	X0000095890919200801181222	2008-01-18 12:22:00	C0722		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890919200801181222.jpg	Potassium acetate;Sodium citrate tribasic dihydrate;PEG 1000	precip	0.0388	0.0522	0.1624	0.0404	0.0646	0.1944	0.1308	0.1738	0.1332	0.0094
X000009589	2	8	X0000095890923200801181222	2008-01-18 12:22:00	C0723		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890923200801181222.jpg	Potassium bromide;Sodium citrate tribasic dihydrate;PEG 1000	precip_skin	0.0534	0.0466	0.1584	0.0444	0.0508	0.1806	0.1208	0.1832	0.1512	0.0106
X000009589	2	8	X0000095890927200801181223	2008-01-18 12:23:00	C0724		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890927200801181223.jpg	Potassium carbonate;Sodium acetate trihydrate;PEG 1000	crystal	0.0362	0.0196	0.0914	0.1974	0.0538	0.1264	0.1894	0.0654	0.2024	0.018
X000009589	2	8	X0000095890931200801181223	2008-01-18 12:23:00	C0725		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890931200801181223.jpg	Potassium carbonate;Sodium citrate tribasic dihydrate;PEG 1000	crystal	0.034	0.024	0.0896	0.1896	0.0462	0.1374	0.1922	0.0706	0.2	0.0164
X000009589	2	8	X0000095890935200801181223	2008-01-18 12:23:00	C0726		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890935200801181223.jpg	Potassium chloride;Sodium acetate trihydrate;PEG 1000	crystal	0.0414	0.0142	0.0758	0.2152	0.0598	0.097	0.2072	0.06	0.2156	0.0138
X000009589	2	8	X0000095890939200801181223	2008-01-18 12:23:00	C0727		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890939200801181223.jpg	Potassium chloride;Bis-Tris Propane;PEG 1000	phase	0.0454	0.0132	0.0816	0.199	0.0654	0.1038	0.2176	0.0648	0.198	0.0112
X000009589	2	8	X0000095890943200801181223	2008-01-18 12:23:00	C0728		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890943200801181223.jpg	Potassium nitrate;Sodium acetate trihydrate;PEG 1000	phase	0.046	0.0254	0.0956	0.1554	0.0696	0.147	0.234	0.0914	0.1272	0.0084
X000009589	2	8	X0000095890947200801181223	2008-01-18 12:23:00	C0729		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890947200801181223.jpg	Potassium nitrate;CAPS;PEG 1000	crystal	0.0374	0.0176	0.0836	0.1898	0.0626	0.1212	0.173	0.074	0.2268	0.014
X000009589	2	8	X0000095890951200801181223	2008-01-18 12:23:00	C0730		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890951200801181223.jpg	Potassium nitrate;MES monohydrate;PEG 1000	precip	0.0408	0.0436	0.1336	0.0546	0.078	0.1794	0.1692	0.1594	0.1314	0.01
X000009589	2	8	X0000095890955200801181223	2008-01-18 12:23:00	C0731		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890955200801181223.jpg	Potassium phosphate monobasic;Bis-Tris Propane;PEG 1000	crystal	0.0346	0.0184	0.086	0.2006	0.0554	0.1212	0.1864	0.068	0.2132	0.0162
X000009589	2	8	X0000095890959200801181223	2008-01-18 12:23:00	C0732		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890959200801181223.jpg	Potassium phosphate monobasic;MES monohydrate;PEG 1000	crystal	0.0364	0.0176	0.0818	0.199	0.0602	0.1182	0.1814	0.0696	0.224	0.0118
X000009589	2	8	X0000095891107200801181220	2008-01-18 12:20:00	C0733		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891107200801181220.jpg	Potassium thiocyanate;CAPS;PEG 1000	clear	0.0438	0.018	0.0802	0.2074	0.0566	0.1126	0.1994	0.064	0.2018	0.0162
X000009589	2	8	X0000095891111200801181220	2008-01-18 12:20:00	C0734		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891111200801181220.jpg	Potassium thiocyanate;Tris;PEG 1000	crystal	0.0424	0.0134	0.0756	0.2192	0.06	0.1	0.1682	0.0536	0.2506	0.017
X000009589	2	8	X0000095891115200801181220	2008-01-18 12:20:00	C0735		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891115200801181220.jpg	Rubidium chloride;MES monohydrate;PEG 1000	crystal	0.05	0.0124	0.0808	0.1884	0.0694	0.1102	0.1756	0.067	0.231	0.0152
X000009589	2	8	X0000095891119200801181220	2008-01-18 12:20:00	C0736		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891119200801181220.jpg	Rubidium chloride;TAPS;PEG 1000	clear	0.033	0.0178	0.0888	0.2062	0.0538	0.1268	0.1878	0.0678	0.204	0.014
X000009589	2	8	X0000095891123200801181220	2008-01-18 12:20:00	C0737		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891123200801181220.jpg	Sodium bromide;Bis-Tris Propane;PEG 1000	clear	0.0346	0.0212	0.0882	0.2066	0.0468	0.1288	0.2038	0.0672	0.1868	0.016
X000009589	2	8	X0000095891127200801181220	2008-01-18 12:20:00	C0738		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891127200801181220.jpg	Sodium bromide;Sodium citrate tribasic dihydrate;PEG 1000	precip	0.0268	0.0596	0.1554	0.0628	0.0512	0.2288	0.1412	0.1566	0.1104	0.0072
X000009589	2	8	X0000095891131200801181220	2008-01-18 12:20:00	C0739		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891131200801181220.jpg	Sodium chloride;CAPS;PEG 1000	crystal	0.0364	0.019	0.0888	0.1952	0.057	0.1276	0.1784	0.0698	0.2138	0.014
X000009589	2	8	X0000095891135200801181220	2008-01-18 12:20:00	C0740		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891135200801181220.jpg	Sodium molybdate dihydrate;TAPS;PEG 1000	crystal	0.0568	0.0184	0.1024	0.1224	0.0758	0.1358	0.1884	0.1012	0.1908	0.008
X000009589	2	8	X0000095891139200801181220	2008-01-18 12:20:00	C0741		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891139200801181220.jpg	Sodium molybdate dihydrate;HEPES;PEG 1000	precip	0.0342	0.0378	0.1306	0.0672	0.0764	0.1956	0.1808	0.1476	0.1234	0.0064
X000009589	2	8	X0000095891143200801181220	2008-01-18 12:20:00	C0742		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891143200801181220.jpg	Sodium nitrate;Bis-Tris Propane;PEG 1000	crystal	0.0554	0.0112	0.0814	0.1834	0.0748	0.0882	0.1606	0.0598	0.2646	0.0206
X000009589	2	8	X0000095891147200801181220	2008-01-18 12:20:00	C0743		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891147200801181220.jpg	Sodium nitrate;Tris;PEG 1000	crystal	0.0678	0.0086	0.0756	0.1884	0.0648	0.0856	0.1728	0.064	0.2556	0.0168
X000009589	2	8	X0000095891151200801181220	2008-01-18 12:20:00	C0744		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891151200801181220.jpg	Sodium phosphate monobasic;HEPES;PEG 1000	crystal	0.0426	0.0276	0.1522	0.054	0.088	0.157	0.1468	0.146	0.1768	0.009
X000009589	2	8	X0000095891299200801181217	2008-01-18 12:17:00	C0745		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891299200801181217.jpg	Sodium thiosulfate pentahydrate;Tris;PEG 1000	phase	0.0392	0.0186	0.0806	0.2176	0.0458	0.1112	0.2228	0.0586	0.1878	0.0178
X000009589	2	8	X0000095891303200801181217	2008-01-18 12:17:00	C0746		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891303200801181217.jpg	Zinc acetate dihydrate;Sodium acetate trihydrate;PEG 1000	phase	0.0306	0.0258	0.0956	0.191	0.0392	0.1522	0.204	0.075	0.1722	0.0144
X000009589	2	8	X0000095891307200801181217	2008-01-18 12:17:00	C0747		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891307200801181217.jpg	Potassium phosphate dibasic anhydrous;Tris;PEG 1000	phase	0.038	0.0176	0.0816	0.2156	0.0452	0.116	0.224	0.0596	0.1856	0.0168
X000009589	2	8	X0000095891311200801181217	2008-01-18 12:17:00	C0748		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891311200801181217.jpg	Potassium phosphate dibasic anhydrous;Sodium citrate tribasic dihydrate;PEG 1000	clear	0.0316	0.0204	0.0894	0.2042	0.0534	0.1322	0.1978	0.0668	0.1896	0.0146
X000009589	2	8	X0000095891315200801181218	2008-01-18 12:18:00	C0749		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891315200801181218.jpg	Potassium phosphate dibasic anhydrous;CAPS;PEG 1000	clear	0.036	0.021	0.0858	0.2018	0.0576	0.1192	0.1954	0.0662	0.2006	0.0164
X000009589	2	8	X0000095891319200801181218	2008-01-18 12:18:00	C0750		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891319200801181218.jpg	Cobalt (II) sulfate heptahydrate;Tris;PEG 1000	precip	0.0176	0.0356	0.1786	0.0846	0.0234	0.2598	0.0974	0.1644	0.1268	0.0118
X000009589	2	8	X0000095891323200801181218	2008-01-18 12:18:00	C0751		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891323200801181218.jpg	Cobalt (II) sulfate heptahydrate;Bis-Tris Propane;PEG 1000	precip	0.026	0.0642	0.1634	0.078	0.031	0.2552	0.1156	0.1452	0.1124	0.009
X000009589	2	8	X0000095891327200801181218	2008-01-18 12:18:00	C0752		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891327200801181218.jpg	Cobalt (II) sulfate heptahydrate;MES monohydrate;PEG 1000	precip	0.0236	0.0572	0.1706	0.071	0.0268	0.2526	0.1044	0.1674	0.1164	0.01
X000009589	2	8	X0000095891331200801181218	2008-01-18 12:18:00	C0753		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891331200801181218.jpg	Cobalt (II) sulfate heptahydrate;Sodium acetate trihydrate;PEG 1000	crystal	0.0456	0.0286	0.1418	0.0532	0.0862	0.1478	0.1668	0.1538	0.167	0.0092
X000009589	2	8	X0000095891335200801181218	2008-01-18 12:18:00	C0754		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891335200801181218.jpg	Lithium sulfate monohydrate;MES monohydrate;PEG 1000	clear	0.0364	0.0184	0.0898	0.2132	0.051	0.1162	0.2064	0.0572	0.1958	0.0156
X000009589	2	8	X0000095891339200801181218	2008-01-18 12:18:00	C0755		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891339200801181218.jpg	Lithium sulfate monohydrate;Bis-Tris Propane;PEG 1000	precip	0.0358	0.0416	0.1462	0.0498	0.0568	0.2168	0.1462	0.1926	0.1084	0.0058
X000009589	2	8	X0000095891343200801181218	2008-01-18 12:18:00	C0756		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891343200801181218.jpg	Lithium sulfate monohydrate;TAPS;PEG 1000	clear	0.0342	0.0224	0.0944	0.1994	0.0442	0.1372	0.1978	0.0678	0.1868	0.0158
X000009589	2	8	X0000095891491200801181215	2008-01-18 12:15:00	C0757		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891491200801181215.jpg	Potassium phosphate tribasic;TAPS;PEG 1000	phase	0.0404	0.0178	0.0916	0.1896	0.0442	0.1354	0.197	0.0762	0.191	0.0168
X000009589	2	8	X0000095891495200801181215	2008-01-18 12:15:00	C0758		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891495200801181215.jpg	Potassium phosphate tribasic;Bis-Tris Propane;PEG 1000	clear	0.041	0.0158	0.0794	0.2262	0.0566	0.103	0.1976	0.0564	0.208	0.016
X000009589	2	8	X0000095891499200801181215	2008-01-18 12:15:00	C0759		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891499200801181215.jpg	Potassium phosphate tribasic;HEPES;PEG 1000	clear	0.0308	0.0216	0.0936	0.2014	0.0472	0.1354	0.1904	0.0678	0.1966	0.0152
X000009589	2	8	X0000095891503200801181215	2008-01-18 12:15:00	C0760		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891503200801181215.jpg	Ammonium thiocyanate;CAPS;PEG 1000	clear	0.0322	0.0172	0.0948	0.2052	0.0502	0.1298	0.1832	0.068	0.2046	0.0148
X000009589	2	8	X0000095891507200801181215	2008-01-18 12:15:00	C0761		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891507200801181215.jpg	Ammonium thiocyanate;Tris;PEG 1000	crystal	0.0378	0.0174	0.0852	0.198	0.0562	0.1224	0.1858	0.0684	0.2128	0.016
X000009589	2	8	X0000095891511200801181215	2008-01-18 12:15:00	C0762		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891511200801181215.jpg	Ammonium thiocyanate;HEPES;PEG 1000	phase	0.0344	0.0228	0.0944	0.1942	0.0462	0.1332	0.2068	0.0668	0.1844	0.0168
X000009589	2	8	X0000095891515200801181215	2008-01-18 12:15:00	C0763		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891515200801181215.jpg	Manganese sulfate monohydrate;Sodium citrate tribasic dihydrate;PEG 1000	precip_skin	0.037	0.047	0.1562	0.041	0.0634	0.186	0.144	0.1918	0.1236	0.01
X000009589	2	8	X0000095891519200801181215	2008-01-18 12:15:00	C0764		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891519200801181215.jpg	Manganese sulfate monohydrate;Sodium acetate trihydrate;PEG 1000	phase	0.0394	0.0166	0.0828	0.2134	0.051	0.1088	0.2178	0.0598	0.1968	0.0136
X000009589	2	8	X0000095891523200801181215	2008-01-18 12:15:00	C0765		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891523200801181215.jpg	Magnesium nitrate hexahydrate;Tris;PEG 1000	precip	0.0506	0.0394	0.133	0.104	0.054	0.1948	0.172	0.1082	0.1302	0.0138
X000009589	2	8	X0000095891527200801181215	2008-01-18 12:15:00	C0766		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891527200801181215.jpg	Magnesium nitrate hexahydrate;Sodium acetate trihydrate;PEG 1000	crystal	0.0454	0.0254	0.1472	0.0976	0.0794	0.1538	0.1514	0.1208	0.1682	0.0108
X000009589	2	8	X0000095891531200801181215	2008-01-18 12:15:00	C0767		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891531200801181215.jpg	Magnesium nitrate hexahydrate;Bis-Tris Propane;PEG 1000	phase	0.0502	0.028	0.099	0.1638	0.0572	0.1402	0.221	0.0796	0.1496	0.0114
X000009589	2	8	X0000095891535200801181215	2008-01-18 12:15:00	C0768		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891535200801181215.jpg	Ammonium bromide;Tris;PEG 1000	precip_skin	0.0252	0.0482	0.1604	0.0408	0.0578	0.1936	0.1426	0.2002	0.1232	0.008
X000009589	2	8	X0000095890002200801181235	2008-01-18 12:35:00	C0769		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890002200801181235.jpg	Ammonium bromide;Sodium acetate trihydrate;PEG 1000	precip	0.0466	0.0382	0.1594	0.0536	0.0586	0.1856	0.1152	0.1642	0.1686	0.01
X000009589	2	8	X0000095890006200801181235	2008-01-18 12:35:00	C0770		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890006200801181235.jpg	Ammonium chloride;Tris;PEG 1000	precip	0.0266	0.0574	0.175	0.044	0.0426	0.2274	0.0998	0.2166	0.1026	0.008
X000009589	2	8	X0000095890010200801181235	2008-01-18 12:35:00	C0771		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890010200801181235.jpg	Ammonium nitrate;Bis-Tris Propane;PEG 1000	precip	0.0244	0.052	0.1542	0.0352	0.0646	0.2056	0.148	0.2006	0.1098	0.0056
X000009589	2	8	X0000095890014200801181235	2008-01-18 12:35:00	C0772		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890014200801181235.jpg	Ammonium phosphate monobasic;CAPS;PEG 1000	precip_skin	0.0268	0.034	0.1832	0.033	0.0382	0.2194	0.1024	0.234	0.1222	0.0068
X000009589	2	8	X0000095890018200801181235	2008-01-18 12:35:00	C0773		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890018200801181235.jpg	Ammonium phosphate monobasic;Sodium citrate tribasic dihydrate;PEG 1000	crystal	0.0896	0.016	0.1346	0.0798	0.0672	0.1096	0.1534	0.1536	0.1806	0.0156
X000009589	2	8	X0000095890022200801181235	2008-01-18 12:35:00	C0774		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890022200801181235.jpg	Ammonium phosphate monobasic;HEPES;PEG 1000	precip_skin	0.0316	0.0326	0.1724	0.0336	0.0516	0.2028	0.1166	0.2186	0.1308	0.0094
X000009589	2	8	X0000095890026200801181235	2008-01-18 12:35:00	C0775		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890026200801181235.jpg	Ammonium phosphate monobasic;Bis-Tris Propane;PEG 1000	precip_skin	0.024	0.0384	0.1764	0.0342	0.0416	0.2152	0.1154	0.2254	0.1222	0.0072
X000009589	2	8	X0000095890030200801181235	2008-01-18 12:35:00	C0776		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890030200801181235.jpg	Ammonium phosphate dibasic;Sodium citrate tribasic dihydrate;PEG 1000	precip_skin	0.0484	0.0332	0.1584	0.0394	0.0582	0.167	0.1222	0.1996	0.1626	0.011
X000009589	2	8	X0000095890034200801181235	2008-01-18 12:35:00	C0777		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890034200801181235.jpg	Ammonium sulfate;Bis-Tris Propane;PEG 1000	precip_skin	0.0418	0.0346	0.156	0.0528	0.066	0.174	0.1474	0.1756	0.1444	0.0074
X000009589	2	8	X0000095890038200801181234	2008-01-18 12:34:00	C0778		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890038200801181234.jpg	Ammonium sulfate;CAPS;PEG 1000	precip	0.0248	0.0468	0.167	0.0368	0.0512	0.2102	0.1372	0.2048	0.1146	0.0066
X000009589	2	8	X0000095890042200801181234	2008-01-18 12:34:00	C0779		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890042200801181234.jpg	Ammonium sulfate;Tris;PEG 1000	precip	0.0226	0.0516	0.1598	0.0388	0.067	0.193	0.1656	0.1824	0.1112	0.008
X000009589	2	8	X0000095890046200801181234	2008-01-18 12:34:00	C0780		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890046200801181234.jpg	Calcium acetate;Sodium acetate trihydrate;PEG 1000	precip_skin	0.0244	0.0458	0.1668	0.0374	0.0482	0.2102	0.1282	0.2184	0.1126	0.008
X000009589	2	8	X0000095890194200801181232	2008-01-18 12:32:00	C0781		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890194200801181232.jpg	Calcium chloride dihydrate;Bis-Tris Propane;PEG 1000	phase	0.0338	0.0298	0.1374	0.0678	0.0776	0.1712	0.191	0.1444	0.1406	0.0064
X000009589	2	8	X0000095890198200801181232	2008-01-18 12:32:00	C0782		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890198200801181232.jpg	Lithium bromide;MES monohydrate;PEG 1000	precip	0.0382	0.0404	0.1588	0.0434	0.0596	0.2	0.1406	0.1838	0.1288	0.0064
X000009589	2	8	X0000095890202200801181232	2008-01-18 12:32:00	C0783		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890202200801181232.jpg	Lithium bromide;Sodium citrate tribasic dihydrate;PEG 1000	precip_skin	0.0824	0.0254	0.1384	0.051	0.0624	0.1438	0.1314	0.18	0.1744	0.0108
X000009589	2	8	X0000095890206200801181232	2008-01-18 12:32:00	C0784		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890206200801181232.jpg	Lithium bromide;Tris;PEG 1000	precip_skin	0.0366	0.0404	0.1568	0.0396	0.0634	0.184	0.1482	0.1966	0.127	0.0074
